Employee_ID,Tasks_Assigned,Tasks_Completed,Avg_TAT_Hours,Error_Rate,Quality_Score,Escalations,Rework_Count,Experience_Years,Team,Shift,SLA_Status
EMP_8010,143,143,2.57,8.16,95.22,2,8,6.6,Ads,Night,Met
EMP_9159,106,106,8.91,9.41,70.58,8,10,1.6,Ads,Night,Breached
EMP_9893,179,174,4.14,5.23,78.26,6,1,6.8,Moderation,Night,Met
EMP_8836,129,113,7.05,1.97,95.25,2,5,2.8,Ads,Day,Breached
EMP_215,107,96,3.76,2.67,78.73,1,14,7.3,Ads,Day,Met
EMP_7183,190,67,2.93,14.22,73.1,2,0,3.7,Moderation,Night,Breached
EMP_5878,125,96,2.19,1.14,61.48,7,7,7.6,QA,Night,Breached
EMP_3375,103,103,7.84,2.42,74.44,0,13,8.3,QA,Night,Breached
EMP_5452,180,172,5.71,3.39,71.14,4,5,1.6,QA,Night,Met
EMP_1412,173,147,7.01,4.08,94.49,4,6,3.2,QA,Day,Breached
EMP_775,132,132,4.29,14.85,95.42,5,7,3.7,Moderation,Day,Breached
EMP_2430,177,141,,,,4,4,7.8,Moderation,Night,Breached
EMP_986,132,132,3.76,7.26,79.96,3,7,3.4,QA,Day,Met
EMP_9905,148,132,2.66,2.78,88.48,5,4,7.1,Moderation,Night,Met
EMP_6371,87,83,6.31,5.53,96.97,8,2,3.6,Ads,Day,Met
EMP_1613,197,169,3.46,10.18,96.16,8,13,8.0,Support,Night,Breached
EMP_85,83,83,2.28,3.3,73.66,7,5,5.7,QA,Night,Met
EMP_2239,169,120,6.54,7.49,92.65,9,10,1.3,Ads,Day,Breached
EMP_3992,113,96,5.2,4.44,74.98,9,3,9.3,Ads,Day,Met
EMP_6863,131,131,4.76,8.28,73.75,1,6,4.0,QA,Night,Met
EMP_7302,118,118,4.54,1.54,65.35,2,6,4.7,Moderation,Night,Breached
EMP_8192,108,101,3.54,3.23,90.77,7,0,1.8,QA,Day,Met
EMP_4573,92,92,4.51,0.43,89.92,0,2,7.1,Ads,Day,Met
EMP_3494,165,135,6.76,1.56,62.49,8,14,9.0,Support,Night,Breached
EMP_3190,158,149,7.56,2.74,85.9,6,10,0.7,Ads,Day,Breached
EMP_9269,98,98,5.45,1.89,79.05,7,3,0.9,Moderation,Night,Met
EMP_6458,83,83,6.82,8.06,85.1,0,9,8.1,Support,Day,Met
EMP_8775,158,135,,,,2,6,7.6,Support,Night,Met
EMP_9242,186,186,,,,1,13,7.3,Support,Day,Breached
EMP_6592,121,104,,,,2,4,7.7,Moderation,Night,Met
EMP_5455,119,79,2.06,4.89,73.05,4,14,1.1,Support,Night,Breached
EMP_9885,156,133,,,,2,7,5.6,Ads,Night,Met
EMP_4231,155,155,7.19,5.74,70.23,4,9,7.6,Support,Night,Breached
EMP_9738,132,90,6.31,2.23,71.8,3,4,8.3,Ads,Day,Breached
EMP_6799,124,124,2.15,9.81,88.15,9,13,3.0,QA,Day,Breached
EMP_215,107,96,3.76,2.67,78.73,1,14,7.3,Ads,Day,Met
EMP_453,132,132,5.28,4.98,65.42,4,7,1.4,Ads,Day,Breached
EMP_3408,191,161,3.87,0.29,98.74,5,4,0.5,Moderation,Day,Met
EMP_8739,196,78,3.82,11.04,73.26,8,7,3.8,Ads,Night,Breached
EMP_2702,87,87,,,,3,2,6.8,Ads,Night,Met
EMP_2244,143,63,8.84,3.99,61.41,8,9,3.8,Ads,Night,Breached
EMP_4390,176,121,7.44,10.43,73.09,7,5,8.9,Moderation,Night,Breached
EMP_3799,105,105,8.23,5.85,98.75,1,4,1.6,Moderation,Night,Breached
EMP_5591,138,116,,,,4,6,1.5,Moderation,Night,Met
EMP_923,106,106,3.59,8.48,74.18,7,0,7.9,Support,Night,Met
EMP_2928,159,100,3.89,14.66,88.44,3,0,5.1,Support,Night,Breached
EMP_1582,142,96,6.51,14.46,73.67,7,11,9.3,Support,Day,Breached
EMP_6919,116,63,2.95,2.3,86.97,5,7,3.3,QA,Night,Breached
EMP_3669,136,60,7.82,3.89,80.36,1,12,5.4,Support,Night,Breached
EMP_7548,84,84,6.65,8.38,84.96,2,9,6.1,Support,Night,Met
EMP_6985,167,77,7.91,14.83,60.46,9,1,7.2,Ads,Night,Breached
EMP_9224,121,121,,,,4,2,6.8,Ads,Night,Met
EMP_6248,171,134,6.87,1.12,88.27,3,4,8.9,Support,Day,Met
EMP_8487,177,126,7.09,8.6,62.84,5,10,6.1,Moderation,Day,Breached
EMP_8598,148,148,3.7,3.11,63.11,7,7,5.7,Ads,Night,Breached
EMP_3815,98,64,6.3,3.21,92.31,5,8,4.1,Ads,Night,Breached
EMP_5877,199,160,7.9,3.85,96.09,0,4,7.1,Ads,Night,Breached
EMP_3451,97,84,6.29,10.12,83.11,4,13,4.8,QA,Night,Breached
EMP_5583,137,135,4.38,2.32,60.59,6,12,0.5,QA,Day,Breached
EMP_9962,80,80,3.48,12.04,63.84,2,1,9.3,Moderation,Day,Breached
EMP_9661,120,120,6.56,8.73,86.18,3,5,8.9,Ads,Day,Met
EMP_7519,166,166,3.06,0.71,68.0,5,14,2.1,Support,Day,Breached
EMP_6206,139,139,,,,8,2,1.0,QA,Day,Met
EMP_3465,123,67,2.57,4.91,93.17,5,11,4.3,QA,Day,Breached
EMP_5687,199,139,5.52,13.54,78.51,7,12,3.1,Support,Night,Breached
EMP_7723,101,101,7.38,7.03,74.51,3,14,7.9,Ads,Night,Breached
EMP_342,169,88,4.99,11.35,81.49,7,4,3.9,Support,Day,Breached
EMP_499,104,73,2.96,11.97,99.06,2,6,8.7,Moderation,Day,Breached
EMP_2056,82,82,7.27,5.08,81.57,4,7,9.3,Ads,Night,Breached
EMP_6553,125,125,5.64,7.29,99.59,8,8,4.2,Moderation,Night,Breached
EMP_9417,96,96,6.8,5.33,97.87,3,4,5.8,Ads,Night,Met
EMP_6039,85,85,3.34,9.36,78.57,1,3,3.6,Moderation,Day,Met
EMP_8087,97,73,7.57,1.09,95.19,6,11,7.0,Moderation,Day,Breached
EMP_2691,124,91,8.74,12.97,74.32,2,5,4.7,Moderation,Day,Breached
EMP_8327,98,98,4.07,0.23,96.52,0,14,0.9,Support,Day,Met
EMP_2752,120,120,6.28,8.7,83.23,1,10,0.8,QA,Day,Met
EMP_812,108,108,2.41,9.5,67.56,4,8,9.9,Ads,Night,Breached
EMP_6464,104,93,2.63,3.31,97.69,3,10,9.0,Moderation,Night,Met
EMP_1080,122,122,3.48,1.34,70.89,1,1,9.2,Moderation,Day,Met
EMP_1166,82,82,4.25,6.67,97.66,7,3,1.1,Support,Day,Met
EMP_9219,103,103,7.77,3.04,82.82,8,1,2.2,Support,Night,Breached
EMP_1659,87,87,4.54,6.91,85.28,8,3,7.3,Ads,Day,Met
EMP_10,162,78,7.6,4.49,82.87,3,7,0.7,Support,Day,Breached
EMP_5055,198,136,2.55,2.51,64.84,6,13,7.2,Support,Night,Breached
EMP_8599,198,127,5.66,7.64,61.49,2,1,3.7,Support,Day,Breached
EMP_8911,135,135,,,,4,4,4.4,Moderation,Day,Breached
EMP_9244,88,88,6.69,8.22,78.3,9,2,4.7,Moderation,Day,Met
EMP_2963,114,90,7.56,14.36,97.1,7,1,7.0,QA,Night,Breached
EMP_3681,149,149,6.77,4.27,94.98,1,4,8.9,Support,Night,Met
EMP_1391,157,107,3.4,5.49,72.63,8,9,7.3,Support,Night,Breached
EMP_2320,187,62,4.62,14.2,73.45,2,7,2.6,Moderation,Night,Breached
EMP_6939,107,107,3.34,13.58,98.39,3,2,8.5,Moderation,Night,Met
EMP_8565,88,87,7.7,8.68,82.6,0,5,2.6,Support,Night,Breached
EMP_3949,91,91,3.87,14.15,63.0,5,11,5.9,Ads,Night,Breached
EMP_168,126,99,4.88,3.35,83.24,1,9,9.5,Moderation,Night,Met
EMP_2368,90,90,5.95,9.85,63.42,9,1,5.1,QA,Day,Breached
EMP_1202,190,149,7.61,3.9,98.03,7,13,7.4,Support,Night,Breached
EMP_5817,114,100,7.49,3.93,79.91,8,12,1.0,Moderation,Day,Breached
EMP_2242,129,129,5.45,13.28,61.36,9,12,7.4,Moderation,Night,Breached
EMP_1300,82,82,2.83,0.65,68.9,0,14,4.5,QA,Night,Breached
EMP_4596,80,80,3.82,12.2,90.22,3,8,7.7,QA,Day,Breached
EMP_7097,143,136,3.26,6.98,93.88,7,2,2.8,QA,Day,Met
EMP_6628,173,163,6.83,13.54,62.76,7,12,3.0,Ads,Day,Breached
EMP_4799,92,92,2.16,10.25,98.63,2,4,8.0,Support,Night,Met
EMP_6477,154,154,8.58,13.54,91.88,6,8,3.2,Support,Day,Breached
EMP_2457,86,61,7.79,4.89,75.49,5,12,8.8,Ads,Day,Breached
EMP_6447,177,134,5.73,4.04,90.21,2,12,3.1,Ads,Night,Met
EMP_8484,177,117,7.45,12.93,96.86,0,8,9.1,QA,Day,Breached
EMP_9649,119,119,3.12,8.47,68.65,7,6,3.7,QA,Day,Breached
EMP_6318,189,152,5.27,11.42,75.44,2,4,7.2,Support,Night,Met
EMP_6074,88,88,7.65,11.87,92.58,7,1,5.3,Moderation,Night,Breached
EMP_4916,130,127,8.9,7.99,76.28,6,11,8.7,QA,Day,Breached
EMP_7191,110,110,6.26,10.76,78.29,3,1,1.2,QA,Day,Met
EMP_7941,181,115,5.22,4.23,97.59,7,12,0.9,Support,Night,Breached
EMP_6433,98,80,3.46,12.7,68.21,3,7,6.1,Moderation,Day,Breached
EMP_8694,140,113,2.22,13.99,62.75,7,9,3.3,Moderation,Night,Breached
EMP_6834,140,115,3.42,0.67,90.43,9,4,9.9,Ads,Day,Met
EMP_9106,157,157,6.85,10.43,67.7,2,14,9.7,Support,Day,Breached
EMP_9520,117,117,2.15,1.05,78.87,7,11,9.3,Moderation,Day,Met
EMP_724,192,174,3.91,13.26,92.05,7,10,8.9,Ads,Day,Breached
EMP_7255,191,187,5.43,0.26,95.89,8,8,1.8,Ads,Day,Met
EMP_9193,199,80,5.54,0.46,94.61,6,7,3.6,Support,Night,Breached
EMP_3172,189,181,2.76,6.76,70.93,3,0,5.7,Ads,Day,Met
EMP_996,157,107,7.62,6.29,92.01,0,10,8.4,Ads,Day,Breached
EMP_7750,147,89,7.02,10.47,62.46,6,13,3.5,Support,Day,Breached
EMP_1621,83,60,2.77,0.4,72.11,2,1,3.9,QA,Night,Breached
EMP_4526,138,138,5.46,5.31,67.58,2,3,3.6,Support,Day,Breached
EMP_839,118,60,,,,4,4,5.8,Support,Night,Breached
EMP_9939,140,69,7.54,0.04,68.82,6,5,5.7,QA,Day,Breached
EMP_2182,161,97,7.73,1.5,79.04,9,12,3.2,QA,Day,Breached
EMP_2899,135,135,5.03,1.63,86.06,7,2,3.6,Ads,Day,Met
EMP_5237,169,166,4.84,4.31,77.28,8,2,9.8,Ads,Night,Met
EMP_4882,165,144,6.45,0.19,98.26,0,1,6.5,Moderation,Day,Met
EMP_7745,175,175,4.04,14.89,63.12,4,0,5.8,Ads,Day,Breached
EMP_2276,198,182,4.39,0.66,91.98,2,7,4.0,Ads,Night,Met
EMP_3009,149,149,3.71,8.59,78.6,0,9,8.8,Support,Night,Met
EMP_978,85,85,,,,8,7,8.5,Moderation,Night,Met
EMP_8679,85,85,6.31,10.6,85.27,0,9,8.1,Ads,Day,Met
EMP_9049,188,80,2.39,13.27,76.69,4,13,4.9,Ads,Day,Breached
EMP_7210,149,138,8.41,5.37,64.71,7,1,8.2,QA,Night,Breached
EMP_7861,118,118,3.13,1.31,74.69,7,7,7.0,Support,Night,Met
EMP_1962,134,124,,,,0,3,5.3,Moderation,Night,Met
EMP_9504,80,80,2.96,8.17,85.45,1,14,8.3,Ads,Day,Breached
EMP_776,102,102,4.03,12.12,85.48,3,1,0.7,Ads,Day,Met
EMP_8257,191,160,2.81,2.87,61.63,2,5,1.0,Ads,Day,Breached
EMP_9190,167,167,6.88,8.12,94.4,0,1,6.7,Ads,Night,Met
EMP_7885,151,69,7.77,0.16,82.18,2,6,3.9,Moderation,Day,Breached
EMP_3271,134,134,6.99,10.74,97.8,3,4,6.6,Support,Night,Met
EMP_9217,134,88,5.23,7.71,61.13,1,6,0.9,Support,Day,Breached
EMP_5254,194,110,6.79,0.99,67.38,6,13,9.3,Moderation,Day,Breached
EMP_7507,115,113,4.4,6.26,76.97,5,4,0.9,QA,Day,Met
EMP_4096,196,169,2.81,8.85,88.71,6,9,4.6,Moderation,Night,Breached
EMP_9115,176,168,6.1,13.39,94.89,8,2,8.5,Support,Night,Breached
EMP_4803,113,113,5.0,1.89,77.59,9,6,5.0,QA,Night,Met
EMP_2753,168,151,7.51,5.94,76.06,5,3,1.1,Ads,Night,Breached
EMP_1652,190,181,7.3,2.73,74.56,1,4,5.2,Support,Day,Breached
EMP_7338,83,83,2.73,11.48,95.11,3,13,6.1,Moderation,Night,Breached
EMP_3128,180,91,5.56,5.13,67.04,6,14,6.4,QA,Night,Breached
EMP_5628,151,74,2.75,2.63,75.23,9,5,9.0,Ads,Night,Breached
EMP_7241,140,140,3.66,4.9,85.46,7,1,8.2,Ads,Day,Met
EMP_4116,170,170,4.77,7.48,63.04,4,3,1.8,Moderation,Day,Breached
EMP_5680,158,102,5.55,13.86,77.6,4,7,1.9,Support,Night,Breached
EMP_9650,139,139,4.18,14.06,71.4,0,0,7.9,QA,Day,Met
EMP_4880,97,97,8.76,4.01,61.1,9,4,3.1,Ads,Night,Breached
EMP_455,178,76,5.53,12.23,86.68,4,2,1.5,Ads,Day,Breached
EMP_8335,124,124,5.88,5.65,83.21,7,3,4.3,Support,Day,Met
EMP_6258,82,82,3.18,1.86,76.84,7,8,7.3,QA,Night,Met
EMP_7125,151,151,6.22,13.34,67.01,8,8,7.7,Moderation,Night,Breached
EMP_5791,192,88,6.49,9.48,90.45,0,12,4.1,QA,Day,Breached
EMP_8067,83,68,4.37,3.39,94.54,8,8,7.9,Moderation,Day,Met
EMP_1024,84,65,,,,8,5,9.3,Support,Night,Met
EMP_3862,130,92,,,,2,12,9.3,Support,Night,Breached
EMP_8460,93,93,3.18,6.99,77.18,4,9,8.2,QA,Night,Met
EMP_3559,170,108,3.72,9.5,85.12,4,5,3.8,QA,Night,Breached
EMP_4337,90,90,8.41,2.88,81.11,7,8,7.7,Moderation,Night,Breached
EMP_3109,170,170,2.98,5.66,85.54,0,1,3.7,Moderation,Day,Met
EMP_1936,124,124,4.45,3.53,75.08,7,7,4.2,Support,Day,Met
EMP_8219,87,87,4.5,4.33,96.2,3,11,6.1,Support,Day,Met
EMP_7692,145,133,3.89,10.56,91.05,2,5,0.6,QA,Night,Met
EMP_3173,159,159,5.21,10.47,95.09,1,7,7.2,Moderation,Night,Met
EMP_4163,140,106,2.97,8.2,80.55,4,3,0.8,Support,Night,Met
EMP_7053,195,79,6.78,4.43,98.73,6,1,7.0,QA,Night,Breached
EMP_3691,140,140,2.89,12.89,81.67,1,6,1.0,Ads,Day,Met
EMP_4921,169,169,4.77,1.7,83.34,5,6,6.5,Moderation,Night,Met
EMP_1710,88,72,3.61,13.9,96.55,9,9,3.7,Moderation,Night,Breached
EMP_5660,199,145,6.01,0.96,91.15,1,4,7.9,Support,Day,Breached
EMP_6521,82,82,3.66,7.89,80.8,5,4,4.4,Moderation,Day,Met
EMP_4662,112,112,5.14,2.97,83.56,4,13,6.2,Support,Night,Met
EMP_9694,119,119,7.33,2.93,97.18,7,12,8.7,Support,Day,Breached
EMP_7118,90,90,8.04,8.7,83.82,1,9,7.0,QA,Day,Breached
EMP_8895,185,64,6.48,3.06,92.87,6,9,3.3,Support,Night,Breached
EMP_3412,87,87,,,,2,4,9.3,QA,Night,Met
EMP_4617,87,87,4.94,3.12,89.56,1,10,0.7,Moderation,Day,Met
EMP_3203,172,85,2.13,13.67,61.02,2,9,9.0,QA,Night,Breached
EMP_9546,189,174,7.49,4.34,77.85,3,10,8.7,Support,Day,Breached
EMP_4677,161,134,2.69,11.03,70.72,6,13,6.0,Moderation,Day,Breached
EMP_5141,169,93,2.73,13.43,94.58,9,7,1.9,Moderation,Night,Breached
EMP_3481,97,97,5.37,14.06,78.48,6,3,6.5,QA,Night,Breached
EMP_5908,81,81,7.83,3.72,99.17,3,14,1.5,QA,Night,Breached
EMP_2910,185,83,6.17,0.37,85.28,2,5,3.2,Support,Day,Breached
EMP_2784,94,94,,,,1,8,4.8,QA,Day,Met
EMP_8436,191,167,3.33,10.54,71.15,7,2,7.5,QA,Day,Met
EMP_9309,85,66,5.11,13.12,86.71,5,1,5.4,QA,Night,Met
EMP_917,107,107,7.3,1.55,60.59,1,10,4.4,Support,Night,Breached
EMP_4488,144,144,2.65,2.95,75.45,5,0,5.6,Ads,Day,Met
EMP_570,98,98,5.45,0.75,77.83,4,4,2.4,Moderation,Day,Met
EMP_6661,181,94,3.95,6.49,97.87,2,14,4.8,Moderation,Day,Breached
EMP_1700,81,81,2.31,12.79,81.42,9,9,1.7,Ads,Night,Breached
EMP_9779,198,168,4.43,0.81,84.84,7,7,7.5,Moderation,Night,Met
EMP_3655,124,124,8.22,9.05,61.96,0,12,7.3,Support,Day,Breached
EMP_2252,86,86,8.59,13.33,97.76,8,1,0.8,QA,Day,Breached
EMP_4340,90,90,4.3,7.59,71.71,2,8,5.9,Moderation,Day,Met
EMP_5622,81,81,6.71,10.17,83.2,7,13,7.0,Support,Day,Breached
EMP_5586,113,89,7.53,1.36,72.21,2,1,6.7,Ads,Day,Breached
EMP_7533,182,125,7.37,14.65,62.69,1,3,0.9,Moderation,Day,Breached
EMP_7359,82,82,8.69,13.76,66.53,0,11,6.9,Support,Day,Breached
EMP_1499,197,197,,,,3,11,2.0,Moderation,Night,Met
EMP_6164,183,139,6.02,6.49,83.33,0,5,5.4,QA,Day,Met
EMP_4365,170,170,6.38,4.19,78.03,6,13,1.5,Support,Night,Breached
EMP_9954,122,122,8.85,9.09,64.64,9,9,8.2,Ads,Day,Breached
EMP_3784,170,123,2.79,6.12,72.38,8,2,9.6,QA,Day,Breached
EMP_3609,83,83,6.65,5.48,77.33,1,3,3.0,Support,Day,Met
EMP_7452,190,110,4.12,11.23,93.04,8,12,9.6,Ads,Day,Breached
EMP_5579,195,84,8.23,3.35,82.77,3,3,9.1,Moderation,Day,Breached
EMP_5961,163,157,4.27,0.25,72.18,5,14,0.7,Moderation,Night,Met
EMP_817,191,150,3.68,4.82,90.79,3,13,0.9,Ads,Day,Breached
EMP_5563,188,137,3.15,9.44,90.71,7,11,8.0,Ads,Night,Breached
EMP_8840,159,159,4.87,3.02,90.64,7,2,6.4,Moderation,Day,Met
EMP_2088,180,173,4.12,10.52,64.21,9,9,2.2,Moderation,Night,Breached
EMP_9570,112,112,5.74,2.01,78.02,2,1,3.9,Ads,Night,Met
EMP_4698,142,142,6.59,7.32,68.14,8,4,2.2,QA,Night,Breached
EMP_6364,108,92,3.65,14.07,79.59,0,9,9.2,QA,Night,Breached
EMP_3030,137,137,8.97,9.75,85.25,8,8,7.4,Moderation,Day,Breached
EMP_7550,166,166,8.0,1.85,83.4,2,8,2.8,Moderation,Night,Breached
EMP_8728,106,106,8.26,12.03,77.0,0,7,6.8,QA,Day,Breached
EMP_1555,103,103,7.32,5.15,64.71,8,0,5.1,Moderation,Day,Breached
EMP_4881,175,65,6.19,12.95,99.06,4,1,3.4,Moderation,Day,Breached
EMP_5802,152,152,3.03,9.32,83.57,0,6,6.5,Ads,Day,Met
EMP_4217,140,140,,,,1,0,2.5,Moderation,Night,Met
EMP_6869,131,131,5.49,8.22,67.91,5,13,9.6,Moderation,Day,Breached
EMP_1856,181,172,2.61,3.36,88.7,1,6,6.1,Ads,Night,Met
EMP_3472,178,178,3.96,14.85,84.61,3,9,6.9,QA,Day,Breached
EMP_3409,171,107,8.15,7.09,91.1,1,2,4.9,QA,Day,Breached
EMP_4540,129,61,2.67,4.34,81.15,9,12,9.1,Support,Night,Breached
EMP_4594,147,147,2.42,10.01,68.11,7,12,1.3,Support,Night,Breached
EMP_5141,169,93,2.73,13.43,94.58,9,7,1.9,Moderation,Night,Breached
EMP_8538,160,160,4.86,7.52,74.19,1,0,7.9,Ads,Night,Met
EMP_8691,82,82,5.25,0.87,77.02,3,9,6.5,Ads,Night,Met
EMP_8935,185,161,4.89,7.14,82.88,8,1,1.7,Moderation,Night,Met
EMP_3801,199,175,,,,5,0,8.0,QA,Day,Breached
EMP_6976,80,80,7.22,0.64,85.23,4,10,9.2,Support,Night,Breached
EMP_2423,145,98,,,,6,11,2.4,Moderation,Day,Breached
EMP_5863,154,91,2.45,4.25,81.65,2,1,4.1,QA,Day,Breached
EMP_2269,83,83,6.11,0.11,66.66,5,13,1.7,Moderation,Day,Breached
EMP_5777,138,97,4.21,8.44,70.06,2,1,5.8,QA,Day,Breached
EMP_353,111,111,5.08,10.84,80.5,0,1,6.5,Support,Day,Met
EMP_1027,136,61,,,,8,5,9.2,Support,Day,Breached
EMP_3184,177,177,,,,9,13,8.6,Moderation,Night,Breached
EMP_1784,105,105,6.79,4.09,86.38,2,8,1.8,Moderation,Day,Met
EMP_8003,185,184,4.11,9.69,91.67,9,3,5.1,Moderation,Night,Breached
EMP_4393,94,69,2.8,9.68,90.74,1,3,3.5,QA,Day,Breached
EMP_5348,161,147,6.45,3.21,73.87,3,12,4.0,Ads,Night,Met
EMP_3102,102,61,2.54,4.93,81.59,3,1,9.9,Moderation,Day,Breached
EMP_870,140,90,6.26,6.61,70.3,4,5,8.1,QA,Day,Breached
EMP_4383,180,76,8.2,5.61,65.95,1,0,2.2,Moderation,Night,Breached
EMP_5705,148,146,8.18,0.36,74.63,9,7,5.5,Support,Day,Breached
EMP_8675,85,85,5.54,6.33,97.34,2,2,8.2,Support,Day,Met
EMP_4943,126,67,3.34,1.91,63.05,1,0,8.9,QA,Night,Breached
EMP_2531,103,103,3.15,8.49,90.36,5,6,10.0,Ads,Day,Met
EMP_9384,131,87,8.82,11.67,92.37,1,10,4.8,Support,Day,Breached
EMP_5507,111,85,8.09,3.69,87.21,2,6,1.5,Moderation,Day,Breached
EMP_8164,164,149,7.28,1.58,89.13,1,5,2.8,Ads,Night,Breached
EMP_3096,117,117,6.23,5.22,74.78,6,3,3.6,QA,Night,Met
EMP_8640,134,128,3.42,1.1,79.83,9,9,7.6,QA,Night,Met
EMP_8977,178,178,6.09,12.36,67.69,5,1,8.0,QA,Night,Breached
EMP_6517,197,64,5.91,4.8,95.15,6,1,6.6,Moderation,Night,Breached
EMP_1954,92,70,8.88,2.55,79.29,4,3,7.7,Moderation,Day,Breached
EMP_9263,175,64,6.34,6.57,82.89,9,14,7.0,QA,Day,Breached
EMP_998,189,100,6.79,13.42,96.66,3,4,9.7,QA,Day,Breached
EMP_1452,174,174,8.33,11.49,98.97,5,14,7.4,Moderation,Day,Breached
EMP_776,102,102,4.03,12.12,85.48,3,1,0.7,Ads,Day,Met
EMP_615,171,85,5.58,13.31,68.77,9,5,4.0,Ads,Day,Breached
EMP_3654,127,127,,,,6,1,6.1,Moderation,Day,Met
EMP_5177,192,78,4.44,0.98,60.93,7,12,3.6,Support,Day,Breached
EMP_779,118,95,,,,5,3,5.0,Moderation,Day,Breached
EMP_1147,131,131,2.16,11.39,97.11,8,12,4.1,QA,Day,Breached
EMP_5646,132,132,3.37,11.5,85.54,6,2,4.4,Moderation,Night,Met
EMP_6531,181,141,6.44,14.54,95.78,9,4,8.3,Support,Day,Breached
EMP_4842,99,99,,,,4,6,1.7,Support,Night,Met
EMP_6722,127,127,,,,3,5,6.5,QA,Night,Breached
EMP_3053,110,110,4.23,2.53,90.32,9,4,0.7,Moderation,Day,Met
EMP_8605,187,187,4.08,4.78,73.59,4,8,3.9,QA,Day,Met
EMP_6748,151,83,3.9,1.61,91.54,3,4,2.3,Moderation,Night,Breached
EMP_199,108,108,3.09,8.55,90.51,8,13,7.8,Ads,Day,Breached
EMP_3737,125,125,,,,3,0,4.0,QA,Day,Met
EMP_3986,188,120,2.09,3.09,98.55,1,10,3.6,Moderation,Night,Breached
EMP_1601,172,60,5.31,7.37,60.18,0,11,4.0,Support,Day,Breached
EMP_7289,182,121,8.51,4.01,68.4,0,9,6.1,Ads,Day,Breached
EMP_9917,170,170,,,,3,0,2.9,QA,Day,Met
EMP_9846,106,106,7.33,2.62,66.35,5,0,6.5,QA,Day,Breached
EMP_7953,168,75,7.18,1.48,73.32,0,11,7.0,Support,Day,Breached
EMP_78,126,114,3.49,5.99,86.96,7,6,6.7,Moderation,Day,Met
EMP_2430,177,141,,,,4,4,7.8,Moderation,Night,Breached
EMP_9929,164,137,4.21,13.6,64.65,7,5,2.2,Ads,Night,Breached
EMP_6497,155,155,,,,9,11,2.3,Support,Day,Breached
EMP_5011,100,100,5.57,1.07,84.41,8,0,6.7,Support,Night,Met
EMP_1724,189,158,,,,0,4,2.5,Support,Night,Met
EMP_7681,152,152,5.69,10.48,97.01,3,6,0.7,QA,Day,Met
EMP_7,140,140,7.64,6.15,65.66,1,5,3.8,Moderation,Night,Breached
EMP_7412,143,125,2.22,2.83,76.8,3,11,8.4,QA,Night,Met
EMP_3203,172,85,2.13,13.67,61.02,2,9,9.0,QA,Night,Breached
EMP_85,83,83,2.28,3.3,73.66,7,5,5.7,QA,Night,Met
EMP_6821,125,125,7.96,13.57,68.95,0,14,4.5,QA,Day,Breached
EMP_2083,190,100,4.68,8.93,91.33,7,7,3.5,Support,Day,Breached
EMP_9788,158,102,6.54,10.63,94.25,4,6,3.9,Moderation,Night,Breached
EMP_318,98,98,4.4,0.15,81.44,0,2,5.8,QA,Day,Met
EMP_4399,184,173,,,,4,2,0.7,QA,Day,Met
EMP_424,109,89,2.92,4.79,99.79,9,8,1.8,Support,Day,Breached
EMP_4422,95,95,8.29,8.66,60.1,9,7,8.2,Support,Night,Breached
EMP_6674,198,163,2.14,2.84,74.97,3,9,6.9,QA,Night,Met
EMP_9885,156,133,,,,2,7,5.6,Ads,Night,Met
EMP_8300,103,103,7.01,6.95,93.68,6,11,7.7,Support,Night,Breached
EMP_490,197,184,5.28,9.77,73.34,5,6,6.8,Ads,Day,Breached
EMP_8005,132,86,6.55,9.01,78.9,8,10,7.3,Moderation,Night,Breached
EMP_6613,163,163,3.37,5.0,73.5,3,1,7.8,QA,Day,Met
EMP_574,169,144,5.91,1.88,91.02,6,4,8.4,Support,Night,Met
EMP_6547,109,69,3.5,4.6,77.84,2,1,4.6,Moderation,Night,Breached
EMP_7867,170,93,5.04,9.07,91.45,1,9,0.6,Support,Night,Breached
EMP_8725,188,100,2.64,12.22,77.46,0,5,7.0,Moderation,Day,Breached
EMP_5858,129,129,,,,0,1,1.7,Moderation,Day,Met
EMP_5764,138,84,3.91,14.43,99.95,1,7,6.9,QA,Day,Breached
EMP_9576,193,71,8.92,3.2,60.8,6,7,6.2,Ads,Day,Breached
EMP_3679,170,170,4.3,3.44,88.6,2,0,5.7,Moderation,Night,Met
EMP_5316,133,133,7.77,2.06,67.5,4,7,1.9,QA,Night,Breached
EMP_9601,98,98,2.39,11.4,90.52,7,4,9.3,Ads,Day,Breached
EMP_1068,96,96,7.86,11.79,76.86,1,5,7.9,Moderation,Day,Breached
EMP_6009,84,84,3.57,4.34,84.56,8,0,6.6,QA,Night,Met
EMP_5872,98,98,8.98,13.56,87.22,1,13,2.7,Support,Day,Breached
EMP_4534,197,108,,,,4,9,7.3,Ads,Night,Breached
EMP_6039,85,85,3.34,9.36,78.57,1,3,3.6,Moderation,Day,Met
EMP_4478,103,101,2.59,7.86,97.22,2,6,2.8,Moderation,Day,Met
EMP_6091,197,157,2.48,6.6,65.19,9,14,3.9,Support,Night,Breached
EMP_3109,170,170,2.98,5.66,85.54,0,1,3.7,Moderation,Day,Met
EMP_5996,176,91,4.92,8.85,86.44,0,5,1.6,Ads,Night,Breached
